Index,PMID,Substrate,Substrate PubChem CID,Metabolite,Metabolite PubChem CID,Metabolite ChEBI,Metabolite HMDB,Metabolite KEGG,Metabolite fooDB,Metabolite Metabolights,Extra Source,Gene,Gene ID,Alteration,high/low-throughput,Associative mode,human/mouse,Sample,Experimental method,Measurement technique,Description,Condition,DOID
116,34329568,,,Taurocholic acid,6675,CHEBI:28865,HMDB0000036,,FDB012335,MTBLC28865,food; homo sapiens,Ucp1,22227,activation,low-throughput,causally,mouse,adipose tissue,control experiment,qPCR,"CKMT2 expression in both epididymal and inguinal adipose tissues and UCP-1 expression in inguinal adipose tissue were elevated after treatment with TCA or DCA in Tgr5fl/fl mice, but these increases were abolished in Tgr5DAdipo mice (Figures 6H�C6K).", obesity,DOID:9970
116,34329568,,,Deoxycholic Acid,222528,CHEBI:28834,HMDB0000626,C04483,FDB012780,MTBLC28834,food; homo sapiens; mus musculus,Ucp1,22227,activation,low-throughput,causally,mouse,adipose tissue,control experiment,qPCR,"CKMT2 expression in both epididymal and inguinal adipose tissues and UCP-1 expression in inguinal adipose tissue were elevated after treatment with TCA or DCA in Tgr5fl/fl mice, but these increases were abolished in Tgr5DAdipo mice (Figures 6H�C6K).", obesity,DOID:9970
117,36639805,,,Taurodeoxycholic acid,2733768,CHEBI:9410,HMDB0000896,,FDB022304,MTBLC9410,food; homo sapiens; mus musculus,H2-Q1,15006,activation,low-throughput,causally,mouse,plasma,Supplementation of metabolite,ESI-MS analysis,"TDCA treatment stimulated a 2-fold increase in Qa-1, a murine homolog of HLA-E, expression in the TCR��+ cells in IELs in both female and male mice, and a 1.3fold increase in splenocytes of female mice (Fig. 6D).",celiac disease,DOID:10608
117,36639805,,,Taurodeoxycholic acid,2733768,CHEBI:9410,HMDB0000896,,FDB022304,MTBLC9410,food; homo sapiens; mus musculus,Il10,16153,inhibition,low-throughput,causally,mouse,ileum tissue,Supplementation of metabolite,ESI-MS analysis,The decrease in Treg cell activity was observed in a reduction of IL-10 gene expression in the ileum tissue (Additional file 1: Fig. S7H).,celiac disease,DOID:10608
118,36710972,,,Trimethylamine oxide,1145,CHEBI:15724,HMDB0000925,C01104,FDB010413,MTBLC15724,food; homo sapiens,Il1b,16176,activation,low-throughput,causally,mouse,Colonic epithelial cells,control experiment,ELISA,"These results suggest that TMAO affects periodontal immunity by inducing the expression of IL-1b and TGF-b, leading to periodontal tissue damage.", periodontitis,DOID:824
118,36710972,,,Trimethylamine oxide,1145,CHEBI:15724,HMDB0000925,C01104,FDB010413,MTBLC15724,food; homo sapiens,Tgfb1,21803,activation,low-throughput,causally,mouse,Colonic epithelial cells,control experiment,ELISA,"These results suggest that TMAO affects periodontal immunity by inducing the expression of IL-1b and TGF-b, leading to periodontal tissue damage.", periodontitis,DOID:824
119,36948152,,,Milnacipran,65833,CHEBI:94468,HMDB0015602,D08222,,,,Cyp1a1,13076,activation,low-throughput,causally,mouse,intestinal tissues,control experiment,RT-PCR,"MC treatment significantly promoted the protein expression level of cyp1a1 in the intestinal tissues of WT mice, but not AHRflox/flox mice (Figures S3A and S3B).",enterogenic sepsis,
119,36948152,,,Milnacipran,65833,CHEBI:94468,HMDB0015602,D08222,,,,Il22,50929,activation,low-throughput,causally,mouse,intestinal tissues,control experiment,RT-PCR,"Intestinal tissue immunohistochemical results showed that MC increased the mRNA and protein expression levels of IL-22, while knockout of the intestinal epithelial AHR gene significantly suppressed IL-22 levels (Figures 5E�C5G).",enterogenic sepsis,
120,36924854,,,Arginine,6322,CHEBI:16467,HMDB0000517,C00062,FDB002257,MTBLC16467,food; homo sapiens; mus musculus,Ocln,18260,activation,low-throughput,causally,mouse,intestinal tissues,control experiment,Western blot assay,"In addition, PI3K/AKT signaling pathway inhibitor Wortmannin and arginine co-treated intestinal epithelial cells and found that arginine inhibited PI3K/AKT pathway while simultaneously upregulating the expression of Occludin (Fig. 6E).",Intermittent fasting,
120,36924854,,,Arginine,6322,CHEBI:16467,HMDB0000517,C00062,FDB002257,MTBLC16467,food; homo sapiens; mus musculus,Tjp1,21872,activation,low-throughput,causally,mouse,intestinal tissues,control experiment,Western blot assay,"In addition, PI3K/AKT signaling pathway inhibitor Wortmannin and arginine co-treated intestinal epithelial cells and found that arginine inhibited PI3K/AKT pathway while simultaneously upregulating the expression of Occludin (Fig. 6E).",Intermittent fasting,
120,36924854,,,Arginine,6322,CHEBI:16467,HMDB0000517,C00062,FDB002257,MTBLC16467,food; homo sapiens; mus musculus,Cldn5,12741,activation,low-throughput,causally,mouse,intestinal tissues,control experiment,Western blot assay,"In addition, PI3K/AKT signaling pathway inhibitor Wortmannin and arginine co-treated intestinal epithelial cells and found that arginine inhibited PI3K/AKT pathway while simultaneously upregulating the expression of Occludin (Fig. 6E).",Intermittent fasting,
121,34233192,,,Propionate,104745,CHEBI:17272,,,FDB031132,MTBLC17272,food; homo sapiens; mus musculus,IL17A,3605,inhibition,low-throughput,causally,human,intestinal �æ� T cells,control experiment,ELISA,"Our data reveal that these microbiota-derived metabolites, particularly propionate, reduce IL-17 and IL-22 production by intestinal gd T cells.",healthy,
121,34233192,,,Propionate,104745,CHEBI:17272,,,FDB031132,MTBLC17272,food; homo sapiens; mus musculus,IL22,50616,inhibition,low-throughput,causally,human,intestinal �æ� T cells,control experiment,ELISA,"Our data reveal that these microbiota-derived metabolites, particularly propionate, reduce IL-17 and IL-22 production by intestinal gd T cells.",healthy,
122,37408362,,,12-Methyltetradecanoic acid,21672,CHEBI:39251,,C16665,FDB098116,MTBLC39251,food,Ppargc1a,19017,activation,low-throughput,causally,mouse,white fat tissue,control experiment,qPCR,12-MMA remarkably upregulated their relative mRNA levels in iWAT (Figure 7j).,healthy,
122,37408362,,,12-Methyltetradecanoic acid,21672,CHEBI:39251,,C16665,FDB098116,MTBLC39251,food,Ucp1,22227,activation,low-throughput,causally,mouse,white fat tissue,control experiment,qPCR,12-MMA remarkably upregulated their relative mRNA levels in iWAT (Figure 7j).,healthy,
122,37408362,,,12-Methyltetradecanoic acid,21672,CHEBI:39251,,C16665,FDB098116,MTBLC39251,food,Cpt1b,12895,activation,low-throughput,causally,mouse,white fat tissue,control experiment,qPCR,12-MMA remarkably upregulated their relative mRNA levels in iWAT (Figure 7j).,healthy,
122,37408362,,,12-Methyltetradecanoic acid,21672,CHEBI:39251,,C16665,FDB098116,MTBLC39251,food,Cidea,12683,activation,low-throughput,causally,mouse,white fat tissue,control experiment,qPCR,12-MMA remarkably upregulated their relative mRNA levels in iWAT (Figure 7j).,healthy,
123,37167350,,,urolithin A,5488186,CHEBI:168442,HMDB0013695,,FDB029999,,,Il10,16153,inhibition,low-throughput,causally,mouse,plasma,control experiment,ELISA,"Serum levels of TNF-�� (p < 0.001), IL-1�� (p < 0.05), and IL-10 (p < 0.01) were significantly increased in the mice with DSS-induced colitis but significantly decreased in the mice with colitis treated with UroA (Figure 3A?C).",colitis,DOID:0060180
123,37167350,,,urolithin A,5488186,CHEBI:168442,HMDB0013695,,FDB029999,,,Il1b,16176,inhibition,low-throughput,causally,mouse,plasma,control experiment,ELISA,"Serum levels of TNF-�� (p < 0.001), IL-1�� (p < 0.05), and IL-10 (p < 0.01) were significantly increased in the mice with DSS-induced colitis but significantly decreased in the mice with colitis treated with UroA (Figure 3A?C).",colitis,DOID:0060180
123,37167350,,,urolithin A,5488186,CHEBI:168442,HMDB0013695,,FDB029999,,,Tnf,21926,inhibition,low-throughput,causally,mouse,plasma,control experiment,ELISA,"Serum levels of TNF-�� (p < 0.001), IL-1�� (p < 0.05), and IL-10 (p < 0.01) were significantly increased in the mice with DSS-induced colitis but significantly decreased in the mice with colitis treated with UroA (Figure 3A?C).",colitis,DOID:0060180
123,37167350,,,urolithin A,5488186,CHEBI:168442,HMDB0013695,,FDB029999,,,Ahr,11622,activation,low-throughput,causally,mouse,plasma,control experiment,ELISA,UroA Enhanced the Expression of AhR and IL-22 in Mice with DSS-Induced Colitis.,colitis,DOID:0060180
123,37167350,,,urolithin A,5488186,CHEBI:168442,HMDB0013695,,FDB029999,,,Il22,50929,activation,low-throughput,causally,mouse,plasma,control experiment,ELISA,UroA Enhanced the Expression of AhR and IL-22 in Mice with DSS-Induced Colitis.,colitis,DOID:0060180
124,37106463,,,3-(3-Hydroxyphenyl)propanoic acid,91,CHEBI:1427,HMDB0000375,C11457,FDB021993,MTBLC1427,food; homo sapiens; mus musculus,Slc6a3,13162,inhibition,low-throughput,correlatively,mouse,plasma,control experiment,qPCR,"The expression of Dat tended to be decreased after 33HPP supplementation (p=0.06, Fig. 8a), whereas the expression of the Th was not significantly affected (Fig. 8a).", obesity,DOID:9970
125,35335269,,,Lactate,91435,CHEBI:24996,,,FDB003292,MTBLC24996,food; homo sapiens; mus musculus,Abca8a,217258,activation,high-throughput,correlatively,mouse,plasma,control experiment,RNA seq,The absolute value of the change in correlation coefficient > 0.5 and p < 0.01 were defined as the threshold to filter the metabolite�Cgene correlations.,type 2 diabetes mellitus,DOID:9352
125,35335269,,,Acetylleucine,1995,CHEBI:166830,,D07350,FDB028426,,food,Lypd1,72585,inhibition,high-throughput,correlatively,mouse,plasma,control experiment,RNA seq,The absolute value of the change in correlation coefficient > 0.5 and p < 0.01 were defined as the threshold to filter the metabolite�Cgene correlations.,type 2 diabetes mellitus,DOID:9352
126,35156318,,,"(2R,3R,4S,5S)-2,3,4,5-tetrahydroxyhexanal",19233,CHEBI:16055,,,,MTBLC16055,,Ifna,111654,activation,low-throughput,correlatively,mouse,plasma,control experiment,Cytokine Kit,Our results also showed that flavonoids/isoflavones such as marmesin rhamnoside and daidzein were significantly positively correlated with IFN�� and CXCL10(Supplementary Figure 7).,infected mice with H1N1,
126,35156318,,,Marmesin,334704,CHEBI:6695,,C09276,FDB030073,,food,Ifna,111654,activation,low-throughput,correlatively,mouse,plasma,control experiment,Cytokine Kit,Our results also showed that flavonoids/isoflavones such as marmesin rhamnoside and daidzein were significantly positively correlated with IFN�� and CXCL10(Supplementary Figure 7).,infected mice with H1N1,
126,35156318,,,Daidzein,5281708,CHEBI:28197,HMDB0003312,C10208,FDB002608,MTBLC28197,food; homo sapiens,Ifna,111654,activation,low-throughput,correlatively,mouse,plasma,control experiment,Cytokine Kit,Our results also showed that flavonoids/isoflavones such as marmesin rhamnoside and daidzein were significantly positively correlated with IFN�� and CXCL10(Supplementary Figure 7).,infected mice with H1N1,
126,35156318,,,"(2R,3R,4S,5S)-2,3,4,5-tetrahydroxyhexanal",19233,CHEBI:16055,,,,MTBLC16055,,Cxcl10,15945,activation,low-throughput,correlatively,mouse,plasma,control experiment,Cytokine Kit,Our results also showed that flavonoids/isoflavones such as marmesin rhamnoside and daidzein were significantly positively correlated with IFN�� and CXCL10(Supplementary Figure 7).,infected mice with H1N1,
126,35156318,,,Marmesin,334704,CHEBI:6695,,C09276,FDB030073,,food,Cxcl10,15945,activation,low-throughput,correlatively,mouse,plasma,control experiment,Cytokine Kit,Our results also showed that flavonoids/isoflavones such as marmesin rhamnoside and daidzein were significantly positively correlated with IFN�� and CXCL10(Supplementary Figure 7).,infected mice with H1N1,
126,35156318,,,Daidzein,5281708,CHEBI:28197,HMDB0003312,C10208,FDB002608,MTBLC28197,food; homo sapiens,Cxcl10,15945,activation,low-throughput,correlatively,mouse,plasma,control experiment,Cytokine Kit,Our results also showed that flavonoids/isoflavones such as marmesin rhamnoside and daidzein were significantly positively correlated with IFN�� and CXCL10(Supplementary Figure 7).,infected mice with H1N1,
127,33693866,,,Indole,798,CHEBI:16881,HMDB0000738,C00463,FDB012008,MTBLC16881,food,Ccl2,20296,inhibition,low-throughput,correlatively,mouse,plasma,control experiment,qPCR,"Indole reduced hepatic expression of genes involved in inflammation [C-C motif chemokine ligand 2 (Ccl2), C-X-C motif chemokine ligand 2 (Cxcl2); 3.3- compared with 5.0-fold, and 2.4- compared with 3.3-fold of control ob/+ mice, respectively, P < 0.05], and in macrophage activation [Cd68, integrin subunit �� X (Itgax); 2.1- compared with 2.5-fold, and 5.0- compared with 6.4-fold of control ob/+ mice, respectively, P < 0.01] as well as markers of hepatic damage (alaninine aminotransferase; ?32%, P < 0.001) regardless of genotype in experiment 1.", obesity,DOID:9970
127,33693866,,,Indole,798,CHEBI:16881,HMDB0000738,C00463,FDB012008,MTBLC16881,food,Cxcl2,20310,inhibition,low-throughput,correlatively,mouse,plasma,control experiment,qPCR,"Indole reduced hepatic expression of genes involved in inflammation [C-C motif chemokine ligand 2 (Ccl2), C-X-C motif chemokine ligand 2 (Cxcl2); 3.3- compared with 5.0-fold, and 2.4- compared with 3.3-fold of control ob/+ mice, respectively, P < 0.05], and in macrophage activation [Cd68, integrin subunit �� X (Itgax); 2.1- compared with 2.5-fold, and 5.0- compared with 6.4-fold of control ob/+ mice, respectively, P < 0.01] as well as markers of hepatic damage (alaninine aminotransferase; ?32%, P < 0.001) regardless of genotype in experiment 1.", obesity,DOID:9970
127,33693866,,,Indole,798,CHEBI:16881,HMDB0000738,C00463,FDB012008,MTBLC16881,food,Cd68,12514,inhibition,low-throughput,correlatively,mouse,plasma,control experiment,qPCR,"Indole reduced hepatic expression of genes involved in inflammation [C-C motif chemokine ligand 2 (Ccl2), C-X-C motif chemokine ligand 2 (Cxcl2); 3.3- compared with 5.0-fold, and 2.4- compared with 3.3-fold of control ob/+ mice, respectively, P < 0.05], and in macrophage activation [Cd68, integrin subunit �� X (Itgax); 2.1- compared with 2.5-fold, and 5.0- compared with 6.4-fold of control ob/+ mice, respectively, P < 0.01] as well as markers of hepatic damage (alaninine aminotransferase; ?32%, P < 0.001) regardless of genotype in experiment 1.", obesity,DOID:9970
127,33693866,,,Indole,798,CHEBI:16881,HMDB0000738,C00463,FDB012008,MTBLC16881,food,Itgax,16411,inhibition,low-throughput,correlatively,mouse,plasma,control experiment,qPCR,"Indole reduced hepatic expression of genes involved in inflammation [C-C motif chemokine ligand 2 (Ccl2), C-X-C motif chemokine ligand 2 (Cxcl2); 3.3- compared with 5.0-fold, and 2.4- compared with 3.3-fold of control ob/+ mice, respectively, P < 0.05], and in macrophage activation [Cd68, integrin subunit �� X (Itgax); 2.1- compared with 2.5-fold, and 5.0- compared with 6.4-fold of control ob/+ mice, respectively, P < 0.01] as well as markers of hepatic damage (alaninine aminotransferase; ?32%, P < 0.001) regardless of genotype in experiment 1.", obesity,DOID:9970
128,34595829,Ellagitannin,10033935,urolithin A,5488186,CHEBI:168442,HMDB0013695,,FDB029999,,,Mki67,17345,activation,low-throughput,causally,mouse,fecal,supplementation of metabolite,qPCR,"The expression level of Ki67, was obviously lower in the IR group compared with the control group, while UroA treatment could significantly promote the crypts regeneration with more Ki67 expression marked in the IR+UroA group.",fed with Urolithin A,
128,34595829,Ellagitannin,10033935,urolithin A,5488186,CHEBI:168442,HMDB0013695,,FDB029999,,,Casp3,12367,inhibition,low-throughput,causally,mouse,fecal,supplementation of metabolite,qPCR,"As shown in Figure 2A-D, the upregulation of caspase8 and caspase3 was observed in the small intestine of mice exposed with 9.0 Gy TBI, while the effect was distinctly prevented by the treatment of UroA.",fed with Urolithin A,
128,34595829,Ellagitannin,10033935,urolithin A,5488186,CHEBI:168442,HMDB0013695,,FDB029999,,,Ccl2,20296,inhibition,low-throughput,causally,mouse,fecal,supplementation of metabolite,qPCR,"As shown in Figure 2A-D, the upregulation of caspase8 and caspase3 was observed in the small intestine of mice exposed with 9.0 Gy TBI, while the effect was distinctly prevented by the treatment of UroA.",fed with Urolithin A,
129,36778211,,,urolithin B,5380406,CHEBI:166606,HMDB0013696,,FDB030000,,,Pcna,18538,inhibition,low-throughput,causally,mouse,Colon tissues,supplementation of metabolite,Western blot assay,The administration of UB fixed those disorders and reduced the expression of PCNA on colons of CRC mice compared with AOM/DSS model mice.,colorectal cancer,DOID:9256
129,36778211,,,urolithin B,5380406,CHEBI:166606,HMDB0013696,,FDB030000,,,Ifng,15978,inhibition,low-throughput,causally,mouse,Colon tissues,supplementation of metabolite,Western blot assay,UB inhibited the expression of PD-L1.,colorectal cancer,DOID:9256
129,36778211,,,urolithin B,5380406,CHEBI:166606,HMDB0013696,,FDB030000,,,Ehmt2,110147,activation,low-throughput,causally,mouse,Colon tissues,supplementation of metabolite,Western blot assay,A combination of UB and capecitabine increased the expression of HLA-B.,colorectal cancer,DOID:9256
130,37748222,,,Autoinducer-2,446576,CHEBI:40646,,C16421,,MTBLC40646,,Il6,16193,activation,low-throughput,causally,mouse,plasma,supplementation of metabolite,ELISA,"Intraperitoneal injection of AI-2 reinforced lung inflammation in the acute lung injury mouse model, characterized by increased secretion of inflammatory molecules, including IL-6, IL-1��, C-C chemokines, and CXCL chemokines, which were alleviated by the AI-2 inhibitor D-ribose.",lung inflammation,
130,37748222,,,Autoinducer-2,446576,CHEBI:40646,,C16421,,MTBLC40646,,Il1b,16176,activation,low-throughput,causally,mouse,plasma,supplementation of metabolite,ELISA,"Intraperitoneal injection of AI-2 reinforced lung inflammation in the acute lung injury mouse model, characterized by increased secretion of inflammatory molecules, including IL-6, IL-1��, C-C chemokines, and CXCL chemokines, which were alleviated by the AI-2 inhibitor D-ribose.",lung inflammation,
131,37743772,Tryptophan,6305,2-(1H-indol-3-yl)acetaldehyde,800,CHEBI:18086,HMDB0001190,C00637,FDB013950,MTBLC18086,food; homo sapiens; mus musculus,Smad7,17131,activation,low-throughput,causally,mouse,fecal,in vitro bacterial culture,Western blot assay,"However, incubation of T cells with pure I3AA or metabolite(I3AA) produced by D8M7V4-transfected HEK-293 cells blocked phosphorylation of this Smad2/3 and simultaneously increased expression of Smad7.",colitis,DOID:0060180
131,37743772,Tryptophan,6305,2-(1H-indol-3-yl)acetaldehyde,800,CHEBI:18086,HMDB0001190,C00637,FDB013950,MTBLC18086,food; homo sapiens; mus musculus,Prdm1,12142,inhibition,low-throughput,causally,mouse,fecal,in vitro bacterial culture,Western blot assay,"Importantly, when the activation of CD4+ T cells occurred in the presence of I3AA, either alone or in the context of other Blastocystis-derived metabolites, Blimp-1 expression was dramatically reduced.",colitis,DOID:0060180
132,35122514,,,urolithin A,5488186,CHEBI:168442,HMDB0013695,,FDB029999,,,TJP1,7082,activation,low-throughput,causally,human,colon epithelial carcinoma cells,cell culture,Western blot assay,"Moreover, immunofluorescent confocal imaging confirmed that UroA treatment resulted in enhanced levels of intercellular TJ proteins in iAs3+-treated T84 monolayers.",fed with Urolithin A,
133,37431867,,,3-Phenylpropionic acid,107,CHEBI:28631,HMDB0000764,C05629,FDB008271,MTBLC28631,food; homo sapiens,Cyp2e1,13106,inhibition,low-throughput,causally,mouse,fecal,supplementation of metabolite,Western blot assay,Basal protein expression levels of CYP2E1 but not CYP1A2 in hepatic microsomes (the endoplasmic reticulum fraction) were about twofold lower in PPA-fed mice compared with those in the control mice.,acetaminophen-induced hepatotoxicity,
134,37074210,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,Tjp1,21872,activation,low-throughput,causally,mouse,colonic epithelial cells,supplementation of metabolite,Western blot assay,"ZO-1 expression was increased in the colons of butyrate-treated VDR��IEC mice, while p-��-catenin expression was decreased in the colons of butyrate-treated VDR��IEC mice.",breast cancer,DOID:1612
134,37074210,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,Ctnnb1,12387,inhibition,low-throughput,causally,mouse,colonic epithelial cells,supplementation of metabolite,Western blot assay,"ZO-1 expression was increased in the colons of butyrate-treated VDR��IEC mice, while p-��-catenin expression was decreased in the colons of butyrate-treated VDR��IEC mice.",breast cancer,DOID:1612
134,37074210,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,Il1b,16176,inhibition,low-throughput,causally,mouse,colonic epithelial cells,supplementation of metabolite,Western blot assay,"Serum enterotoxin LPS and proinflammatory cytokines (i.e., IL-1��, IL-5, IL-6, and TNF-��) were significantly lower in VDR��IEC mice treated with butyrate, suggesting that butyrate protected mice from increased inflammation.",breast cancer,DOID:1612
134,37074210,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,Il5,16191,inhibition,low-throughput,causally,mouse,colonic epithelial cells,supplementation of metabolite,Western blot assay,"Serum enterotoxin LPS and proinflammatory cytokines (i.e., IL-1��, IL-5, IL-6, and TNF-��) were significantly lower in VDR��IEC mice treated with butyrate, suggesting that butyrate protected mice from increased inflammation.",breast cancer,DOID:1612
134,37074210,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,Il6,16193,inhibition,low-throughput,causally,mouse,colonic epithelial cells,supplementation of metabolite,Western blot assay,"Serum enterotoxin LPS and proinflammatory cytokines (i.e., IL-1��, IL-5, IL-6, and TNF-��) were significantly lower in VDR��IEC mice treated with butyrate, suggesting that butyrate protected mice from increased inflammation.",breast cancer,DOID:1612
134,37074210,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,Tnf,21926,inhibition,low-throughput,causally,mouse,colonic epithelial cells,supplementation of metabolite,Western blot assay,"Serum enterotoxin LPS and proinflammatory cytokines (i.e., IL-1��, IL-5, IL-6, and TNF-��) were significantly lower in VDR��IEC mice treated with butyrate, suggesting that butyrate protected mice from increased inflammation.",breast cancer,DOID:1612
135,34878454,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,Zbp1,58203,inhibition,low-throughput,correlatively,mouse,Colon tissues,control experiment,RT-PCR,,colitis,DOID:0060180
135,34878454,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,Il6,16193,inhibition,low-throughput,correlatively,mouse,Colon tissues,control experiment,RT-PCR,,colitis,DOID:0060180
135,34878454,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,Il1b,16176,inhibition,low-throughput,correlatively,mouse,Colon tissues,control experiment,RT-PCR,,colitis,DOID:0060180
135,34878454,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,Tnf,21926,inhibition,low-throughput,correlatively,mouse,Colon tissues,control experiment,RT-PCR,,colitis,DOID:0060180
135,34878454,,,Acetate,175,CHEBI:30089,,,FDB008299,MTBLC30089,homo sapiens,Zbp1,58203,inhibition,low-throughput,correlatively,mouse,Colon tissues,control experiment,RT-PCR,,colitis,DOID:0060180
135,34878454,,,Acetate,175,CHEBI:30089,,,FDB008299,MTBLC30089,homo sapiens,Il6,16193,inhibition,low-throughput,correlatively,mouse,Colon tissues,control experiment,RT-PCR,,colitis,DOID:0060180
135,34878454,,,Acetate,175,CHEBI:30089,,,FDB008299,MTBLC30089,homo sapiens,Tnf,21926,inhibition,low-throughput,correlatively,mouse,Colon tissues,control experiment,RT-PCR,,colitis,DOID:0060180
135,34878454,,,Acetate,175,CHEBI:30089,,,FDB008299,MTBLC30089,homo sapiens,Il10,16153,activation,low-throughput,correlatively,mouse,Colon tissues,control experiment,RT-PCR,,colitis,DOID:0060180
135,34878454,,,Propionate,104745,CHEBI:17272,,,FDB031132,MTBLC17272,food; homo sapiens; mus musculus,Il10,16153,activation,low-throughput,correlatively,mouse,Colon tissues,control experiment,RT-PCR,,colitis,DOID:0060180
135,34878454,,,Propionate,104745,CHEBI:17272,,,FDB031132,MTBLC17272,food; homo sapiens; mus musculus,Zbp1,58203,inhibition,low-throughput,correlatively,mouse,Colon tissues,control experiment,RT-PCR,,colitis,DOID:0060180
135,34878454,,,Propionate,104745,CHEBI:17272,,,FDB031132,MTBLC17272,food; homo sapiens; mus musculus,Il6,16193,inhibition,low-throughput,correlatively,mouse,Colon tissues,control experiment,RT-PCR,,colitis,DOID:0060180
135,34878454,,,Propionate,104745,CHEBI:17272,,,FDB031132,MTBLC17272,food; homo sapiens; mus musculus,Il1b,16176,inhibition,low-throughput,correlatively,mouse,Colon tissues,control experiment,RT-PCR,,colitis,DOID:0060180
135,34878454,,,Propionate,104745,CHEBI:17272,,,FDB031132,MTBLC17272,food; homo sapiens; mus musculus,Tnf,21926,inhibition,low-throughput,correlatively,mouse,Colon tissues,control experiment,RT-PCR,,colitis,DOID:0060180
136,34270984,,,Butyrate,104775,CHEBI:17968,,,,MTBLC17968,homo sapiens,Fos,14281,activation,low-throughput,causally,mouse,fecal,supplementation of metabolite,Fluorescence microscopy,"Notably, treatment with butyrate significantly improved social ability, increases c-Fos expression in the mPFC after social stimulus, and decreased anxiety-like behaviors in HFD-fed mice.",high-fat diet,
137,36072588,,,Trimethylamine oxide,1145,CHEBI:15724,HMDB0000925,C01104,FDB010413,MTBLC15724,food; homo sapiens,Cxcl1,14825,inhibition,low-throughput,causally,mouse,liver tissues,supplementation of metabolite,qRT-PCR,"Moreover, the mRNA levels of aSMA, CXCL1 and IL-1b were downregulated in the livers of TMAO-treated mice.",non-alcoholic fatty liver,DOID:0080546
137,36072588,,,Trimethylamine oxide,1145,CHEBI:15724,HMDB0000925,C01104,FDB010413,MTBLC15724,food; homo sapiens,Il1b,16176,inhibition,low-throughput,causally,mouse,liver tissues,supplementation of metabolite,qRT-PCR,"Moreover, the mRNA levels of aSMA, CXCL1 and IL-1b were downregulated in the livers of TMAO-treated mice.",non-alcoholic fatty liver,DOID:0080546
137,36072588,,,Trimethylamine oxide,1145,CHEBI:15724,HMDB0000925,C01104,FDB010413,MTBLC15724,food; homo sapiens,Il6,16193,inhibition,low-throughput,causally,mouse,liver endothelial cells,supplementation of metabolite,qRT-PCR,"Moreover, the mRNA levels of IL-6 and IL-1b in isolated liver endothelial cells of TMAO-treated mice were significantly lower than those of saline-treated mice.",non-alcoholic fatty liver,DOID:0080546
137,36072588,,,Trimethylamine oxide,1145,CHEBI:15724,HMDB0000925,C01104,FDB010413,MTBLC15724,food; homo sapiens,Atp1b1,11931,inhibition,low-throughput,causally,mouse,liver endothelial cells,supplementation of metabolite,qRT-PCR,"Interestingly, ATP1B1 expression levels were also decreased after TMAO treatment, suggesting that ATP1B1 may be involved in the regulation of TMAO on endothelial cell function to attenuate liver fibrosis.",non-alcoholic fatty liver,DOID:0080546
138,31488836,Linoleic Acid,5280450,(Z)-10-hydroxyoctadec-12-enoic acid,46186046,CHEBI:192538,,,,MTBLC192538,,Ccl2,20296,inhibition,high-throughput,causally,mouse,white adipose tissue,Supplementation of metabolite,lipid-metabolome analysis,"Furthermore, we found that the expression of F4/80, the inflammatory marker tumor necrosis factor �� (TNF-��), and monocyte chemoattractant protein-1 (MCP-1; also known as CCL2) was markedly increased in LA-fed mice as compared with control and HYA-fed mice .",high-fat diet,
138,31488836,Linoleic Acid,5280450,(Z)-10-hydroxyoctadec-12-enoic acid,46186046,CHEBI:192538,,,,MTBLC192538,,Ppara,19013,inhibition,high-throughput,causally,mouse,white adipose tissue,Supplementation of metabolite,lipid-metabolome analysis,"As anticipated, we found a significant increase in F4/80-positive macrophages in the WAT of LA-fed mice as compared with that of HYA-fed mice.",high-fat diet,
138,31488836,Linoleic Acid,5280450,(Z)-10-hydroxyoctadec-12-enoic acid,46186046,CHEBI:192538,,,,MTBLC192538,,Pyy,217212,activation,low-throughput,causally,mouse,plasma,Supplementation of metabolite,ELISA,"Additionally, we found that levels of the plasma peptide YY (PYY) were significantly higher in HYA-fed mice than in control mice, and similarly, that plasma GLP-1 levels were markedly higher in HYA-fed mice than in control and LA-fed mice, whereas the plasma insulin levels of HYA-fed mice were significantly lower than those of control mice.",high-fat diet,
138,31488836,Linoleic Acid,5280450,(Z)-10-hydroxyoctadec-12-enoic acid,46186046,CHEBI:192538,,,,MTBLC192538,,Tnf,21926,inhibition,high-throughput,causally,mouse,white adipose tissue,Supplementation of metabolite,lipid-metabolome analysis,"Furthermore, we found that the expression of F4/80, the inflammatory marker tumor necrosis factor �� (TNF-��), and monocyte chemoattractant protein-1 (MCP-1; also known as CCL2) was markedly increased in LA-fed mice as compared with control and HYA-fed mice .",high-fat diet,
