Index,PMID,Substrate,Substrate PubChem CID,Metabolite,Metabolite PubChem CID,Metabolite ChEBI,Metabolite HMDB,Metabolite KEGG,Metabolite fooDB,Metabolite Metabolights,Extra Source,Gene,Gene ID,Alteration,high/low-throughput,Associative mode,human/mouse,Sample,Experimental method,Measurement technique,Description,Condition,DOID
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Ndufs3,68349,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Ndufs8,225887,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Nos3,18127,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Nqo1,18104,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Nudt12,67993,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4'-Tetrabromodiphenyl ether",95170,CHEBI:81584,HMDB0037547,C18205,FDB016629,,,Ogt,108155,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Ogt,108155,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Papss2,23972,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Pde2a,207728,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Pde4d,238871,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Pemt,18618,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4'-Tetrabromodiphenyl ether",95170,CHEBI:81584,HMDB0037547,C18205,FDB016629,,,Pfkfb3,170768,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Pfkfb3,170768,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Pgls,66171,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Pgp,67078,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Pklr,18770,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Plcb1,18795,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Pld4,104759,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Pmm1,29858,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Pnlip,69060,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Pnliprp1,18946,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Pnpt1,71701,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Pomgnt2,215494,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Ppt2,54397,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Prdx2,21672,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Prdx4,53381,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Prodh2,56189,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4'-Tetrabromodiphenyl ether",95170,CHEBI:81584,HMDB0037547,C18205,FDB016629,,,Ptgds,19215,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Ptges2,96979,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Ptgis,19223,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Renbp,19703,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Retsat,67442,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Rev3l,19714,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Scd1,20249,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Sdhb,67680,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4'-Tetrabromodiphenyl ether",95170,CHEBI:81584,HMDB0037547,C18205,FDB016629,,,Smpd3,58994,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Smpd3,58994,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,St3gal4,20443,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Sult1e1,20860,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Tbxas1,21391,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Tdo2,56720,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Tecr,106529,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Tm7sf2,73166,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Treh,58866,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Gfus,22122,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Uap1l1,227620,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Ugdh,22235,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Ugt2b1,71773,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Ugt2b34,100727,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Ugt2b35,243085,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Upp1,22271,inhibition,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4',5-Pentabromodiphenyl ether",36159,CHEBI:81582,HMDB0037516,C18203,,,,Upp2,76654,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
28,31123037,,,"2,2',4,4'-Tetrabromodiphenyl ether",95170,CHEBI:81584,HMDB0037547,C18205,FDB016629,,,Upp2,76654,activation,high-throughput,causally,mouse,liver,in vitro bacterial culture,"16S rRNA sequence,LC/MS analysis",Differential expression ratios and FDR p-value of genes involved in various intermediary metabolism pathways  in livers of PBDE-exposed CV and GF mice. Data were obtained from RNA-Seq experiments and differential expression was  determined using CuffDiff.,healthy,
29,31255176,D-Fructose,2723872,Pioglitazone,4829,CHEBI:8228,HMDB0015264,C07675,,,,Il1b,16176,activation,low-throughput,causally,mouse,"fecal,Murine CT26 colon carcinoma cells","in vivo experiment,cell culture","16S rRNA sequence,qPCR,Western blot assay","A high-fructose diet caused the hippocampal neuroinflammatory response, reactive gliosis, and neuronal loss in C57BL/6N mice. Depletion of the gut microbiota using broad-spectrum antibiotics suppressed the hippocampal neuroinflammatory response in fructose-fed mice, but these animals still exhibited neuronal loss. Gut microbiota compositional alteration, short-chain fatty acids (SCFAs) reduction, intestinal epithelial barrier impairment, NOD-like receptor family pyrin domain-containing 6 (NLRP6) inflammasome dysfunction, high levels of serum endotoxin, and FITC-dextran were observed in fructose-fed mice. Of note, SCFAs, as well as pioglitazone (a selective peroxisome proliferator-activated receptor gamma (PPAR-��) agonist), shaped the gut microbiota and ameliorated intestinal epithelial barrier impairment and NLRP6 inflammasome dysfunction in fructose-fed mice. Moreover, SCFAs-mediated NLRP6 inflammasome activation was inhibited by histamine (a bacterial metabolite) in ex vivo colonic explants and suppressed in murine CT26 colon carcinoma cells transfected with NLRP6 siRNA. However, pioglitazone and GW9662 (a PPAR-�� antagonist) exerted no impact on SCFAs-mediated NLRP6 inflammasome activation in ex vivo colonic explants, suggesting that SCFAs may stimulate NLRP6 inflammasome independently of PPAR-�� activation. SCFAs and pioglitazone prevented fructose-induced hippocampal neuroinflammatory response and neuronal loss in mice. Additionally, SCFAs activated colonic NLRP6 inflammasome and increased DCX+ newborn neurons in the hippocampal DG of control mice",fed with high-fructose diet,
29,31255176,D-Fructose,2723872,Pioglitazone,4829,CHEBI:8228,HMDB0015264,C07675,,,,Tnf,21926,activation,low-throughput,causally,mouse,"fecal,Murine CT26 colon carcinoma cells","in vivo experiment,cell culture","16S rRNA sequence,qPCR,Western blot assay","A high-fructose diet caused the hippocampal neuroinflammatory response, reactive gliosis, and neuronal loss in C57BL/6N mice. Depletion of the gut microbiota using broad-spectrum antibiotics suppressed the hippocampal neuroinflammatory response in fructose-fed mice, but these animals still exhibited neuronal loss. Gut microbiota compositional alteration, short-chain fatty acids (SCFAs) reduction, intestinal epithelial barrier impairment, NOD-like receptor family pyrin domain-containing 6 (NLRP6) inflammasome dysfunction, high levels of serum endotoxin, and FITC-dextran were observed in fructose-fed mice. Of note, SCFAs, as well as pioglitazone (a selective peroxisome proliferator-activated receptor gamma (PPAR-��) agonist), shaped the gut microbiota and ameliorated intestinal epithelial barrier impairment and NLRP6 inflammasome dysfunction in fructose-fed mice. Moreover, SCFAs-mediated NLRP6 inflammasome activation was inhibited by histamine (a bacterial metabolite) in ex vivo colonic explants and suppressed in murine CT26 colon carcinoma cells transfected with NLRP6 siRNA. However, pioglitazone and GW9662 (a PPAR-�� antagonist) exerted no impact on SCFAs-mediated NLRP6 inflammasome activation in ex vivo colonic explants, suggesting that SCFAs may stimulate NLRP6 inflammasome independently of PPAR-�� activation. SCFAs and pioglitazone prevented fructose-induced hippocampal neuroinflammatory response and neuronal loss in mice. Additionally, SCFAs activated colonic NLRP6 inflammasome and increased DCX+ newborn neurons in the hippocampal DG of control mice",fed with high-fructose diet,
29,31255176,D-Fructose,2723872,Pioglitazone,4829,CHEBI:8228,HMDB0015264,C07675,,,,Il6,16193,activation,low-throughput,causally,mouse,"fecal,Murine CT26 colon carcinoma cells","in vivo experiment,cell culture","16S rRNA sequence,qPCR,Western blot assay","A high-fructose diet caused the hippocampal neuroinflammatory response, reactive gliosis, and neuronal loss in C57BL/6N mice. Depletion of the gut microbiota using broad-spectrum antibiotics suppressed the hippocampal neuroinflammatory response in fructose-fed mice, but these animals still exhibited neuronal loss. Gut microbiota compositional alteration, short-chain fatty acids (SCFAs) reduction, intestinal epithelial barrier impairment, NOD-like receptor family pyrin domain-containing 6 (NLRP6) inflammasome dysfunction, high levels of serum endotoxin, and FITC-dextran were observed in fructose-fed mice. Of note, SCFAs, as well as pioglitazone (a selective peroxisome proliferator-activated receptor gamma (PPAR-��) agonist), shaped the gut microbiota and ameliorated intestinal epithelial barrier impairment and NLRP6 inflammasome dysfunction in fructose-fed mice. Moreover, SCFAs-mediated NLRP6 inflammasome activation was inhibited by histamine (a bacterial metabolite) in ex vivo colonic explants and suppressed in murine CT26 colon carcinoma cells transfected with NLRP6 siRNA. However, pioglitazone and GW9662 (a PPAR-�� antagonist) exerted no impact on SCFAs-mediated NLRP6 inflammasome activation in ex vivo colonic explants, suggesting that SCFAs may stimulate NLRP6 inflammasome independently of PPAR-�� activation. SCFAs and pioglitazone prevented fructose-induced hippocampal neuroinflammatory response and neuronal loss in mice. Additionally, SCFAs activated colonic NLRP6 inflammasome and increased DCX+ newborn neurons in the hippocampal DG of control mice",fed with high-fructose diet,
