Index,PMID,Gut Microbiota,Gut Microbiota NCBI ID,Rank,Strain,Substrate,Substrate PubChem CID,Metabolite,Metabolite PubChem CID,Metabolite ChEBI,Metabolite HMDB,Metabolite KEGG,Metabolite fooDB,Metabolite Metabolights,Extra Source,Associative mode,human/mouse,Sample,Experimental method,Measurement technique,Description,Condition,DOID
17,23349065,Faecalibacterium prausnitzii,853,species,S3L/3,Indole-3-acetic acid,802,4-Hydroxybenzoic acid,135,CHEBI:30763,HMDB0000500,C00156,FDB010508,MTBLC30763,food; homo sapiens,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Faecalibacterium prausnitzii,853,species,S3L/3,Phenylacetic Acid,999,4-Hydroxybenzoic acid,135,CHEBI:30763,HMDB0000500,C00156,FDB010508,MTBLC30763,food; homo sapiens,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Faecalibacterium prausnitzii,853,species,S3L/3,Tryptophan,6305,4-Hydroxyphenylacetic acid,127,CHEBI:18101,HMDB0000020,C00642,FDB010534,MTBLC18101,food; homo sapiens; mus musculus,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Faecalibacterium prausnitzii,853,species,S3L/3,phenyalanine,,2-Hydroxy-2-phenylpropanoic acid,1303,CHEBI:50392,,,,,homo sapiens,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Faecalibacterium prausnitzii,853,species,S3L/3,4-Hydroxyphenylacetic acid,127,Benzoic Acid,243,CHEBI:30746,HMDB0001870,C00180,FDB008739,MTBLC30746,food; homo sapiens,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Faecalibacterium prausnitzii,853,species,S3L/3,Indole-3-acetic acid,802,Benzoic Acid,243,CHEBI:30746,HMDB0001870,C00180,FDB008739,MTBLC30746,food; homo sapiens,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Faecalibacterium prausnitzii,853,species,S3L/3,Phenylacetic Acid,999,Benzoic Acid,243,CHEBI:30746,HMDB0001870,C00180,FDB008739,MTBLC30746,food; homo sapiens,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Faecalibacterium prausnitzii,853,species,S3L/3,4-Hydroxyphenylacetic acid,127,Indole-3-carboxylic acid,69867,CHEBI:24809,HMDB0003320,C19837,FDB000935,MTBLC24809,food; homo sapiens; mus musculus,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Faecalibacterium prausnitzii,853,species,S3L/3,Indole-3-acetic acid,802,Indole-3-carboxylic acid,69867,CHEBI:24809,HMDB0003320,C19837,FDB000935,MTBLC24809,food; homo sapiens; mus musculus,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Faecalibacterium prausnitzii,853,species,S3L/3,Phenylacetic Acid,999,Indole-3-carboxylic acid,69867,CHEBI:24809,HMDB0003320,C19837,FDB000935,MTBLC24809,food; homo sapiens; mus musculus,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Bacteroides eggerthii,28111,species,DSM 20697,Tryptophan,6305,Phenyalanine,,,,,,,,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Faecalibacterium prausnitzii,853,species,S3L/3,phenyalanine,,Phenylpyruvic acid,997,CHEBI:30851,HMDB0000205,C00166,FDB008272,MTBLC30851,food; homo sapiens; mus musculus,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Faecalitalea cylindroides,39483,species,T2-87,Tryptophan,6305,4-Hydroxyphenylacetic acid,127,CHEBI:18101,HMDB0000020,C00642,FDB010534,MTBLC18101,food; homo sapiens; mus musculus,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Faecalitalea cylindroides,39483,species,T2-87,Tryptophan,6305,Indole-3-acetic acid,802,CHEBI:16411,HMDB0000197,C00954,FDB000933,MTBLC16411,food; homo sapiens; mus musculus,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Bifidobacterium adolescentis,1680,species,L2-32,Tryptophan,6305,Phenyalanine,,,,,,,,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Roseburia intestinalis,166486,species,DSM 14610,4-Hydroxyphenylacetic acid,127,4-Hydroxybenzoic acid,135,CHEBI:30763,HMDB0000500,C00156,FDB010508,MTBLC30763,food; homo sapiens,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Roseburia intestinalis,166486,species,DSM 14610,Indole-3-acetic acid,802,4-Hydroxybenzoic acid,135,CHEBI:30763,HMDB0000500,C00156,FDB010508,MTBLC30763,food; homo sapiens,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Roseburia intestinalis,166486,species,DSM 14610,Phenylacetic Acid,999,4-Hydroxybenzoic acid,135,CHEBI:30763,HMDB0000500,C00156,FDB010508,MTBLC30763,food; homo sapiens,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Roseburia intestinalis,166486,species,DSM 14610,Tryptophan,6305,4-Hydroxyphenylacetic acid,127,CHEBI:18101,HMDB0000020,C00642,FDB010534,MTBLC18101,food; homo sapiens; mus musculus,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Roseburia intestinalis,166486,species,DSM 14610,phenyalanine,,2-Hydroxy-2-phenylpropanoic acid,1303,CHEBI:50392,,,,,homo sapiens,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Roseburia intestinalis,166486,species,DSM 14610,4-Hydroxyphenylacetic acid,127,Benzoic Acid,243,CHEBI:30746,HMDB0001870,C00180,FDB008739,MTBLC30746,food; homo sapiens,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Roseburia intestinalis,166486,species,DSM 14610,Indole-3-acetic acid,802,Benzoic Acid,243,CHEBI:30746,HMDB0001870,C00180,FDB008739,MTBLC30746,food; homo sapiens,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Roseburia intestinalis,166486,species,DSM 14610,Phenylacetic Acid,999,Benzoic Acid,243,CHEBI:30746,HMDB0001870,C00180,FDB008739,MTBLC30746,food; homo sapiens,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Intestinibacter bartlettii,261299,species,,Tryptophan,6305,Indole-3-pyruvic acid,803,CHEBI:29750,HMDB0060484,C00331,,MTBLC29750,homo sapiens; mus musculus,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Intestinibacter bartlettii,261299,species,,Tryptophan,6305,Indole-3-lactic acid,92904,CHEBI:24813,,C02043,FDB022174,MTBLC24813,food; homo sapiens,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Intestinibacter bartlettii,261299,species,,Tryptophan,6305,1-Methylindole,11781,,HMDB0243941,,,,homo sapiens,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Bifidobacterium longum subsp. infantis,1682,subspecies,ATCC 15697 = JCM 1222 = DSM 20088,Tryptophan,6305,Phenyalanine,,,,,,,,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Intestinibacter bartlettii,261299,species,,Tryptophan,6305,4-Hydroxyphenylacetic acid,127,CHEBI:18101,HMDB0000020,C00642,FDB010534,MTBLC18101,food; homo sapiens; mus musculus,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Roseburia intestinalis,166486,species,DSM 14610,Tryptophan,6305,Indole-3-acetic acid,802,CHEBI:16411,HMDB0000197,C00954,FDB000933,MTBLC16411,food; homo sapiens; mus musculus,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
17,23349065,Roseburia intestinalis,166486,species,DSM 14610,4-Hydroxyphenylacetic acid,127,Indole-3-carboxylic acid,69867,CHEBI:24809,HMDB0003320,C19837,FDB000935,MTBLC24809,food; homo sapiens; mus musculus,causally,mouse,fecal,cell culture,"GC/MS analysis,LC/MS analysis","To identify the bacteria responsible, 26 strains representing 25 of the dominant human colonic species were screened for phenyl metabolite formation. Seven strains produced significant amounts of both PAA and 4-hydroxyPAA. These included five out of seven Bacteroidetes (Bacteroides thetaiotaomicron, Bacteroides eggerthii, Bacteroides ovatus, Bac teroides fragilis, Parabacteroides distasonis), and two out of 17 Firmicutes (Eubacterium hallii and Clostridium bartlettii). These species also produced indole-3-acetic acid (IAA), the corresponding tryptophan metabolite, but C. bartlettii showed 100 times higher IAA production than the other six strains. Four strains were further tested and PAA formation was substantially increased by phenylalanine, 4-hydroxyPAA by tyrosine and IAA by tryptophan.",healthy,
